Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,Squad_Home,Age_Home,Foreigners_Home,Total Market Value_Home,Average Market Value_Home,Squad_Away,Age_Away,Foreigners_Away,Total Market Value_Away,Average Market Value_Away
E0,2017-09-30,Bournemouth,Leicester,0.0,0.0,D,0.0,0.0,D,G Scott,19.0,8.0,4.0,1.0,6.0,10.0,7.0,5.0,1.0,0.0,0.0,0.0,2.8,3.25,2.5,2018,35,25.0,13,116100000.0,3320000.0,34,25.5,21,252100000.0,7410000.0
E0,2017-09-30,Chelsea,Man City,0.0,1.0,A,0.0,0.0,D,M Atkinson,4.0,17.0,2.0,6.0,8.0,13.0,4.0,8.0,0.0,2.0,0.0,0.0,2.75,3.3,2.5,2018,46,23.7,33,649650000.0,14120000.0,32,24.1,19,616350000.0,19260000.0
E0,2017-09-30,Huddersfield,Tottenham,0.0,4.0,A,0.0,3.0,A,N Swarbrick,6.0,14.0,1.0,7.0,7.0,4.0,4.0,7.0,1.0,1.0,0.0,0.0,8.5,4.75,1.36,2018,35,24.6,18,64400000.0,1840000.0,34,23.8,22,535350000.0,15750000.0
E0,2017-09-30,Man United,Crystal Palace,4.0,0.0,H,2.0,0.0,H,M Dean,18.0,6.0,7.0,1.0,6.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,1.17,7.0,15.0,2018,35,25.1,22,645100000.0,18430000.0,41,24.8,23,194430000.0,4740000.0
E0,2017-09-30,Stoke,Southampton,2.0,1.0,H,1.0,0.0,H,M Jones,17.0,21.0,6.0,3.0,11.0,10.0,5.0,6.0,1.0,2.0,0.0,0.0,2.88,3.2,2.45,2018,35,25.2,27,177800000.0,5080000.0,29,24.9,16,247500000.0,8530000.0
E0,2017-09-30,West Brom,Watford,2.0,2.0,D,2.0,1.0,H,M Oliver,9.0,15.0,4.0,3.0,12.0,11.0,7.0,6.0,3.0,0.0,0.0,0.0,2.15,3.2,3.5,2018,33,25.5,17,165500000.0,5020000.0,37,25.9,27,167300000.0,4520000.0
E0,2017-09-30,West Ham,Swansea,1.0,0.0,H,0.0,0.0,D,R East,9.0,6.0,4.0,1.0,15.0,13.0,2.0,1.0,3.0,2.0,0.0,0.0,1.8,3.5,4.5,2018,41,24.3,23,264850000.0,6460000.0,36,25.3,32,171340000.0,4760000.0
E0,2017-10-01,Arsenal,Brighton,2.0,0.0,H,1.0,0.0,H,K Friend,25.0,9.0,12.0,1.0,7.0,8.0,6.0,5.0,0.0,2.0,0.0,0.0,1.2,6.5,13.0,2018,45,23.8,27,633900000.0,14090000.0,39,25.8,26,106750000.0,2740000.0
E0,2017-10-01,Everton,Burnley,0.0,1.0,A,0.0,1.0,A,J Moss,23.0,5.0,4.0,2.0,14.0,7.0,9.0,3.0,2.0,2.0,0.0,0.0,1.67,3.6,5.75,2018,48,23.9,27,346750000.0,7220000.0,30,26.8,16,96850000.0,3230000.0
E0,2017-10-01,Newcastle,Liverpool,1.0,1.0,D,1.0,1.0,D,C Pawson,8.0,17.0,5.0,2.0,11.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,3.8,1.67,2018,37,24.4,25,167280000.0,4520000.0,35,24.0,21,495000000.0,14140000.0
E0,2017-10-14,Burnley,West Ham,1.0,1.0,D,0.0,1.0,A,S Attwell,20.0,8.0,5.0,6.0,11.0,14.0,7.0,4.0,2.0,2.0,0.0,1.0,2.75,3.25,2.8,2018,30,26.8,16,96850000.0,3230000.0,41,24.3,23,264850000.0,6460000.0
E0,2017-10-14,Crystal Palace,Chelsea,2.0,1.0,H,2.0,1.0,H,A Marriner,14.0,15.0,5.0,5.0,7.0,6.0,5.0,8.0,2.0,1.0,0.0,0.0,9.0,5.0,1.4,2018,41,24.8,23,194430000.0,4740000.0,46,23.7,33,649650000.0,14120000.0
E0,2017-10-14,Liverpool,Man United,0.0,0.0,D,0.0,0.0,D,M Atkinson,19.0,6.0,5.0,1.0,7.0,13.0,7.0,3.0,0.0,2.0,0.0,0.0,2.8,3.25,2.8,2018,35,24.0,21,495000000.0,14140000.0,35,25.1,22,645100000.0,18430000.0
E0,2017-10-14,Man City,Stoke,7.0,2.0,H,3.0,1.0,H,C Pawson,20.0,5.0,11.0,1.0,5.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,1.14,9.5,21.0,2018,32,24.1,19,616350000.0,19260000.0,35,25.2,27,177800000.0,5080000.0
E0,2017-10-14,Swansea,Huddersfield,2.0,0.0,H,1.0,0.0,H,P Tierney,7.0,7.0,3.0,2.0,12.0,16.0,5.0,3.0,1.0,5.0,0.0,0.0,2.2,3.25,3.75,2018,36,25.3,32,171340000.0,4760000.0,35,24.6,18,64400000.0,1840000.0
E0,2017-10-14,Tottenham,Bournemouth,1.0,0.0,H,0.0,0.0,D,R Madley,18.0,5.0,6.0,1.0,9.0,7.0,9.0,5.0,1.0,3.0,0.0,0.0,1.2,8.0,15.0,2018,34,23.8,22,535350000.0,15750000.0,35,25.0,13,116100000.0,3320000.0
E0,2017-10-14,Watford,Arsenal,2.0,1.0,H,0.0,1.0,A,N Swarbrick,11.0,9.0,2.0,6.0,8.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,5.25,4.33,1.65,2018,37,25.9,27,167300000.0,4520000.0,45,23.8,27,633900000.0,14090000.0
E0,2017-10-15,Brighton,Everton,1.0,1.0,D,0.0,0.0,D,M Oliver,12.0,13.0,3.0,6.0,12.0,10.0,7.0,1.0,4.0,1.0,0.0,0.0,3.25,3.3,2.4,2018,39,25.8,26,106750000.0,2740000.0,48,23.9,27,346750000.0,7220000.0
E0,2017-10-15,Southampton,Newcastle,2.0,2.0,D,0.0,1.0,A,K Friend,12.0,19.0,2.0,5.0,11.0,12.0,3.0,8.0,1.0,2.0,0.0,0.0,1.91,3.6,4.5,2018,29,24.9,16,247500000.0,8530000.0,37,24.4,25,167280000.0,4520000.0
E0,2017-10-16,Leicester,West Brom,1.0,1.0,D,0.0,0.0,D,M Dean,11.0,5.0,3.0,1.0,13.0,6.0,4.0,1.0,2.0,2.0,0.0,0.0,2.05,3.4,4.2,2018,34,25.5,21,252100000.0,7410000.0,33,25.5,17,165500000.0,5020000.0
E0,2017-10-20,West Ham,Brighton,0.0,3.0,A,0.0,2.0,A,M Atkinson,16.0,7.0,2.0,5.0,5.0,13.0,10.0,3.0,1.0,0.0,0.0,0.0,1.83,3.5,5.25,2018,41,24.3,23,264850000.0,6460000.0,39,25.8,26,106750000.0,2740000.0
E0,2017-10-21,Chelsea,Watford,4.0,2.0,H,1.0,1.0,D,J Moss,14.0,16.0,8.0,5.0,13.0,16.0,6.0,6.0,2.0,3.0,0.0,0.0,1.36,5.25,10.0,2018,46,23.7,33,649650000.0,14120000.0,37,25.9,27,167300000.0,4520000.0
E0,2017-10-21,Huddersfield,Man United,2.0,1.0,H,2.0,0.0,H,L Mason,5.0,9.0,3.0,3.0,10.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0,11.0,5.0,1.36,2018,35,24.6,18,64400000.0,1840000.0,35,25.1,22,645100000.0,18430000.0
E0,2017-10-21,Man City,Burnley,3.0,0.0,H,1.0,0.0,H,R East,15.0,6.0,10.0,0.0,10.0,6.0,4.0,5.0,2.0,3.0,0.0,0.0,1.11,12.0,26.0,2018,32,24.1,19,616350000.0,19260000.0,30,26.8,16,96850000.0,3230000.0
E0,2017-10-21,Newcastle,Crystal Palace,1.0,0.0,H,0.0,0.0,D,S Attwell,7.0,10.0,3.0,0.0,12.0,14.0,3.0,5.0,4.0,2.0,0.0,0.0,2.0,3.5,4.2,2018,37,24.4,25,167280000.0,4520000.0,41,24.8,23,194430000.0,4740000.0
E0,2017-10-21,Southampton,West Brom,1.0,0.0,H,0.0,0.0,D,G Scott,20.0,7.0,6.0,2.0,10.0,8.0,8.0,3.0,0.0,1.0,0.0,0.0,1.85,3.39,5.25,2018,29,24.9,16,247500000.0,8530000.0,33,25.5,17,165500000.0,5020000.0
E0,2017-10-21,Stoke,Bournemouth,1.0,2.0,A,0.0,2.0,A,L Probert,10.0,7.0,2.0,3.0,17.0,10.0,8.0,3.0,0.0,1.0,0.0,0.0,2.14,3.5,3.6,2018,35,25.2,27,177800000.0,5080000.0,35,25.0,13,116100000.0,3320000.0
E0,2017-10-21,Swansea,Leicester,1.0,2.0,A,0.0,1.0,A,M Oliver,19.0,11.0,4.0,6.0,6.0,9.0,7.0,6.0,0.0,1.0,0.0,0.0,2.79,3.25,2.75,2018,36,25.3,32,171340000.0,4760000.0,34,25.5,21,252100000.0,7410000.0
E0,2017-10-22,Everton,Arsenal,2.0,5.0,A,1.0,1.0,D,C Pawson,8.0,30.0,3.0,14.0,14.0,14.0,0.0,7.0,1.0,1.0,1.0,0.0,3.79,3.6,2.04,2018,48,23.9,27,346750000.0,7220000.0,45,23.8,27,633900000.0,14090000.0
E0,2017-10-22,Tottenham,Liverpool,4.0,1.0,H,3.0,1.0,H,A Marriner,14.0,12.0,6.0,7.0,2.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0,2.25,3.5,3.39,2018,34,23.8,22,535350000.0,15750000.0,35,24.0,21,495000000.0,14140000.0
E0,2017-10-28,Arsenal,Swansea,2.0,1.0,H,0.0,1.0,A,L Mason,17.0,4.0,5.0,2.0,9.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,1.25,7.0,12.0,2018,45,23.8,27,633900000.0,14090000.0,36,25.3,32,171340000.0,4760000.0
E0,2017-10-28,Bournemouth,Chelsea,0.0,1.0,A,0.0,0.0,D,C Pawson,7.0,18.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,4.2,1.61,2018,35,25.0,13,116100000.0,3320000.0,46,23.7,33,649650000.0,14120000.0
E0,2017-10-28,Crystal Palace,West Ham,2.0,2.0,D,0.0,2.0,A,R Madley,19.0,6.0,9.0,2.0,18.0,15.0,11.0,2.0,1.0,2.0,0.0,0.0,2.39,3.29,3.29,2018,41,24.8,23,194430000.0,4740000.0,41,24.3,23,264850000.0,6460000.0
E0,2017-10-28,Liverpool,Huddersfield,3.0,0.0,H,0.0,0.0,D,K Friend,16.0,1.0,8.0,0.0,10.0,8.0,9.0,2.0,0.0,1.0,0.0,0.0,1.25,6.75,13.0,2018,35,24.0,21,495000000.0,14140000.0,35,24.6,18,64400000.0,1840000.0
E0,2017-10-28,Man United,Tottenham,1.0,0.0,H,0.0,0.0,D,J Moss,11.0,13.0,3.0,4.0,12.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,2.14,3.39,3.79,2018,35,25.1,22,645100000.0,18430000.0,34,23.8,22,535350000.0,15750000.0
E0,2017-10-28,Watford,Stoke,0.0,1.0,A,0.0,1.0,A,M Oliver,13.0,6.0,0.0,2.0,10.0,9.0,8.0,1.0,4.0,4.0,0.0,0.0,2.04,3.6,3.79,2018,37,25.9,27,167300000.0,4520000.0,35,25.2,27,177800000.0,5080000.0
E0,2017-10-28,West Brom,Man City,2.0,3.0,A,1.0,2.0,A,M Jones,6.0,15.0,4.0,5.0,10.0,7.0,1.0,2.0,2.0,3.0,0.0,0.0,11.0,6.5,1.28,2018,33,25.5,17,165500000.0,5020000.0,32,24.1,19,616350000.0,19260000.0
E0,2017-10-29,Brighton,Southampton,1.0,1.0,D,0.0,1.0,A,N Swarbrick,7.0,6.0,2.0,1.0,9.0,10.0,2.0,7.0,3.0,1.0,0.0,0.0,3.29,3.2,2.45,2018,39,25.8,26,106750000.0,2740000.0,29,24.9,16,247500000.0,8530000.0
E0,2017-10-29,Leicester,Everton,2.0,0.0,H,2.0,0.0,H,A Marriner,9.0,16.0,3.0,2.0,6.0,10.0,3.0,10.0,0.0,2.0,0.0,0.0,2.14,3.39,3.75,2018,34,25.5,21,252100000.0,7410000.0,48,23.9,27,346750000.0,7220000.0
E0,2017-10-30,Burnley,Newcastle,1.0,0.0,H,0.0,0.0,D,M Dean,12.0,12.0,5.0,5.0,9.0,10.0,5.0,3.0,3.0,0.0,0.0,0.0,2.89,3.2,2.7,2018,30,26.8,16,96850000.0,3230000.0,37,24.4,25,167280000.0,4520000.0
E0,2017-11-04,Huddersfield,West Brom,1.0,0.0,H,1.0,0.0,H,R East,7.0,9.0,3.0,3.0,8.0,15.0,3.0,5.0,1.0,4.0,1.0,0.0,2.79,3.0,3.0,2018,35,24.6,18,64400000.0,1840000.0,33,25.5,17,165500000.0,5020000.0
E0,2017-11-04,Newcastle,Bournemouth,0.0,1.0,A,0.0,0.0,D,P Tierney,16.0,16.0,4.0,6.0,11.0,12.0,11.0,9.0,2.0,2.0,0.0,0.0,2.0,3.5,4.2,2018,37,24.4,25,167280000.0,4520000.0,35,25.0,13,116100000.0,3320000.0
E0,2017-11-04,Southampton,Burnley,0.0,1.0,A,0.0,0.0,D,L Probert,13.0,5.0,3.0,1.0,4.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,1.66,3.75,6.5,2018,29,24.9,16,247500000.0,8530000.0,30,26.8,16,96850000.0,3230000.0
E0,2017-11-04,Stoke,Leicester,2.0,2.0,D,1.0,1.0,D,R Madley,11.0,14.0,7.0,4.0,12.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,2.7,3.29,2.87,2018,35,25.2,27,177800000.0,5080000.0,34,25.5,21,252100000.0,7410000.0
E0,2017-11-04,Swansea,Brighton,0.0,1.0,A,0.0,1.0,A,M Dean,12.0,5.0,2.0,2.0,13.0,12.0,8.0,7.0,2.0,1.0,0.0,0.0,2.39,3.2,3.39,2018,36,25.3,32,171340000.0,4760000.0,39,25.8,26,106750000.0,2740000.0
E0,2017-11-04,West Ham,Liverpool,1.0,4.0,A,0.0,2.0,A,N Swarbrick,6.0,15.0,1.0,7.0,9.0,13.0,2.0,3.0,3.0,0.0,0.0,0.0,5.25,4.33,1.66,2018,41,24.3,23,264850000.0,6460000.0,35,24.0,21,495000000.0,14140000.0
E0,2017-11-05,Chelsea,Man United,1.0,0.0,H,0.0,0.0,D,A Taylor,18.0,10.0,8.0,2.0,16.0,20.0,4.0,7.0,1.0,3.0,0.0,0.0,2.5,3.2,3.2,2018,46,23.7,33,649650000.0,14120000.0,35,25.1,22,645100000.0,18430000.0
E0,2017-11-05,Everton,Watford,3.0,2.0,H,0.0,0.0,D,G Scott,10.0,11.0,5.0,3.0,14.0,12.0,2.0,5.0,0.0,2.0,0.0,0.0,2.2,3.39,3.6,2018,48,23.9,27,346750000.0,7220000.0,37,25.9,27,167300000.0,4520000.0
E0,2017-11-05,Man City,Arsenal,3.0,1.0,H,1.0,0.0,H,M Oliver,9.0,6.0,5.0,3.0,15.0,15.0,5.0,5.0,1.0,6.0,0.0,0.0,1.39,5.5,7.5,2018,32,24.1,19,616350000.0,19260000.0,45,23.8,27,633900000.0,14090000.0
E0,2017-11-05,Tottenham,Crystal Palace,1.0,0.0,H,0.0,0.0,D,K Friend,12.0,11.0,2.0,3.0,6.0,7.0,10.0,9.0,0.0,2.0,0.0,0.0,1.28,6.0,12.0,2018,34,23.8,22,535350000.0,15750000.0,41,24.8,23,194430000.0,4740000.0
E0,2017-11-18,Arsenal,Tottenham,2.0,0.0,H,2.0,0.0,H,M Dean,14.0,14.0,5.0,4.0,11.0,16.0,7.0,4.0,4.0,1.0,0.0,0.0,2.5,3.6,2.89,2018,45,23.8,27,633900000.0,14090000.0,34,23.8,22,535350000.0,15750000.0
E0,2017-11-18,Bournemouth,Huddersfield,4.0,0.0,H,2.0,0.0,H,L Probert,11.0,20.0,5.0,3.0,13.0,10.0,8.0,11.0,3.0,2.0,1.0,0.0,1.83,3.5,5.25,2018,35,25.0,13,116100000.0,3320000.0,35,24.6,18,64400000.0,1840000.0
E0,2017-11-18,Burnley,Swansea,2.0,0.0,H,2.0,0.0,H,M Atkinson,16.0,13.0,7.0,1.0,12.0,12.0,8.0,6.0,1.0,1.0,0.0,0.0,2.14,3.2,4.0,2018,30,26.8,16,96850000.0,3230000.0,36,25.3,32,171340000.0,4760000.0
E0,2017-11-18,Crystal Palace,Everton,2.0,2.0,D,2.0,2.0,D,A Taylor,16.0,8.0,7.0,5.0,9.0,26.0,9.0,4.0,2.0,3.0,0.0,0.0,2.39,3.25,3.29,2018,41,24.8,23,194430000.0,4740000.0,48,23.9,27,346750000.0,7220000.0
E0,2017-11-18,Leicester,Man City,0.0,2.0,A,0.0,1.0,A,G Scott,2.0,12.0,0.0,4.0,8.0,10.0,1.0,7.0,1.0,1.0,0.0,0.0,9.5,5.75,1.33,2018,34,25.5,21,252100000.0,7410000.0,32,24.1,19,616350000.0,19260000.0
E0,2017-11-18,Liverpool,Southampton,3.0,0.0,H,2.0,0.0,H,M Jones,21.0,5.0,8.0,0.0,15.0,9.0,10.0,2.0,1.0,1.0,0.0,0.0,1.39,5.0,9.0,2018,35,24.0,21,495000000.0,14140000.0,29,24.9,16,247500000.0,8530000.0
E0,2017-11-18,Man United,Newcastle,4.0,1.0,H,2.0,1.0,H,C Pawson,16.0,12.0,7.0,5.0,10.0,9.0,11.0,4.0,1.0,1.0,0.0,0.0,1.28,5.75,13.0,2018,35,25.1,22,645100000.0,18430000.0,37,24.4,25,167280000.0,4520000.0
E0,2017-11-18,West Brom,Chelsea,0.0,4.0,A,0.0,3.0,A,J Moss,7.0,11.0,2.0,7.0,13.0,12.0,3.0,4.0,2.0,3.0,0.0,0.0,6.5,4.0,1.61,2018,33,25.5,17,165500000.0,5020000.0,46,23.7,33,649650000.0,14120000.0
E0,2017-11-19,Watford,West Ham,2.0,0.0,H,1.0,0.0,H,A Marriner,17.0,10.0,7.0,6.0,13.0,10.0,3.0,1.0,1.0,4.0,0.0,0.0,2.1,3.5,3.75,2018,37,25.9,27,167300000.0,4520000.0,41,24.3,23,264850000.0,6460000.0
E0,2017-11-20,Brighton,Stoke,2.0,2.0,D,1.0,2.0,A,L Mason,9.0,13.0,3.0,6.0,13.0,5.0,6.0,7.0,1.0,0.0,0.0,0.0,2.39,3.2,3.39,2018,39,25.8,26,106750000.0,2740000.0,35,25.2,27,177800000.0,5080000.0
E0,2017-11-24,West Ham,Leicester,1.0,1.0,D,1.0,1.0,D,M Atkinson,8.0,7.0,4.0,2.0,9.0,12.0,5.0,5.0,1.0,1.0,0.0,0.0,2.7,3.39,2.75,2018,41,24.3,23,264850000.0,6460000.0,34,25.5,21,252100000.0,7410000.0
E0,2017-11-25,Crystal Palace,Stoke,2.0,1.0,H,0.0,0.0,D,M Dean,10.0,9.0,5.0,3.0,9.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,2.04,3.5,4.0,2018,41,24.8,23,194430000.0,4740000.0,35,25.2,27,177800000.0,5080000.0
E0,2017-11-25,Liverpool,Chelsea,1.0,1.0,D,0.0,0.0,D,M Oliver,16.0,11.0,4.0,3.0,10.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,2.14,3.6,3.5,2018,35,24.0,21,495000000.0,14140000.0,46,23.7,33,649650000.0,14120000.0
E0,2017-11-25,Man United,Brighton,1.0,0.0,H,0.0,0.0,D,N Swarbrick,15.0,8.0,4.0,2.0,9.0,9.0,5.0,0.0,0.0,2.0,0.0,0.0,1.19,7.0,19.0,2018,35,25.1,22,645100000.0,18430000.0,39,25.8,26,106750000.0,2740000.0
E0,2017-11-25,Newcastle,Watford,0.0,3.0,A,0.0,2.0,A,C Kavanagh,12.0,12.0,2.0,4.0,8.0,13.0,6.0,3.0,1.0,2.0,0.0,0.0,2.2,3.5,3.5,2018,37,24.4,25,167280000.0,4520000.0,37,25.9,27,167300000.0,4520000.0
E0,2017-11-25,Swansea,Bournemouth,0.0,0.0,D,0.0,0.0,D,S Attwell,10.0,9.0,1.0,5.0,18.0,6.0,4.0,5.0,4.0,2.0,0.0,0.0,2.79,3.25,2.79,2018,36,25.3,32,171340000.0,4760000.0,35,25.0,13,116100000.0,3320000.0
E0,2017-11-25,Tottenham,West Brom,1.0,1.0,D,0.0,1.0,A,M Jones,24.0,5.0,5.0,2.0,10.0,13.0,8.0,0.0,1.0,4.0,0.0,0.0,1.25,6.0,16.0,2018,34,23.8,22,535350000.0,15750000.0,33,25.5,17,165500000.0,5020000.0
E0,2017-11-26,Burnley,Arsenal,0.0,1.0,A,0.0,0.0,D,L Mason,8.0,17.0,2.0,2.0,8.0,14.0,5.0,5.0,2.0,0.0,0.0,0.0,6.5,4.5,1.53,2018,30,26.8,16,96850000.0,3230000.0,45,23.8,27,633900000.0,14090000.0
E0,2017-11-26,Huddersfield,Man City,1.0,2.0,A,1.0,0.0,H,C Pawson,4.0,14.0,0.0,5.0,10.0,10.0,3.0,7.0,2.0,3.0,1.0,0.0,17.0,8.0,1.18,2018,35,24.6,18,64400000.0,1840000.0,32,24.1,19,616350000.0,19260000.0
E0,2017-11-26,Southampton,Everton,4.0,1.0,H,1.0,1.0,D,K Friend,17.0,5.0,5.0,2.0,6.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,1.9,3.39,4.75,2018,29,24.9,16,247500000.0,8530000.0,48,23.9,27,346750000.0,7220000.0
E0,2017-11-28,Brighton,Crystal Palace,0.0,0.0,D,0.0,0.0,D,A Marriner,10.0,10.0,4.0,4.0,13.0,8.0,10.0,5.0,2.0,0.0,0.0,0.0,2.7,3.1,3.0,2018,39,25.8,26,106750000.0,2740000.0,41,24.8,23,194430000.0,4740000.0
E0,2017-11-28,Leicester,Tottenham,2.0,1.0,H,2.0,0.0,H,A Taylor,7.0,18.0,4.0,6.0,7.0,10.0,4.0,9.0,1.0,2.0,0.0,0.0,5.0,3.89,1.75,2018,34,25.5,21,252100000.0,7410000.0,34,23.8,22,535350000.0,15750000.0
E0,2017-11-28,Watford,Man United,2.0,4.0,A,0.0,3.0,A,J Moss,12.0,15.0,3.0,7.0,12.0,10.0,5.0,5.0,2.0,1.0,0.0,0.0,5.25,3.89,1.72,2018,37,25.9,27,167300000.0,4520000.0,35,25.1,22,645100000.0,18430000.0
E0,2017-11-28,West Brom,Newcastle,2.0,2.0,D,1.0,0.0,H,L Probert,8.0,14.0,4.0,4.0,13.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,2.37,3.1,3.5,2018,33,25.5,17,165500000.0,5020000.0,37,24.4,25,167280000.0,4520000.0
E0,2017-11-29,Arsenal,Huddersfield,5.0,0.0,H,1.0,0.0,H,G Scott,21.0,7.0,7.0,2.0,10.0,12.0,7.0,2.0,0.0,1.0,0.0,0.0,1.19,7.5,17.0,2018,45,23.8,27,633900000.0,14090000.0,35,24.6,18,64400000.0,1840000.0
E0,2017-11-29,Bournemouth,Burnley,1.0,2.0,A,0.0,1.0,A,R East,10.0,10.0,2.0,4.0,9.0,11.0,4.0,6.0,0.0,1.0,0.0,0.0,2.0,3.39,4.33,2018,35,25.0,13,116100000.0,3320000.0,30,26.8,16,96850000.0,3230000.0
E0,2017-11-29,Chelsea,Swansea,1.0,0.0,H,0.0,0.0,D,N Swarbrick,21.0,2.0,10.0,0.0,10.0,7.0,15.0,1.0,1.0,0.0,0.0,0.0,1.18,8.0,17.0,2018,46,23.7,33,649650000.0,14120000.0,36,25.3,32,171340000.0,4760000.0
E0,2017-11-29,Everton,West Ham,4.0,0.0,H,2.0,0.0,H,M Oliver,8.0,7.0,5.0,3.0,16.0,6.0,2.0,6.0,2.0,1.0,0.0,0.0,2.37,3.29,3.29,2018,48,23.9,27,346750000.0,7220000.0,41,24.3,23,264850000.0,6460000.0
E0,2017-11-29,Man City,Southampton,2.0,1.0,H,0.0,0.0,D,P Tierney,26.0,7.0,12.0,2.0,12.0,11.0,6.0,5.0,1.0,1.0,0.0,0.0,1.19,8.0,15.0,2018,32,24.1,19,616350000.0,19260000.0,29,24.9,16,247500000.0,8530000.0
E0,2017-11-29,Stoke,Liverpool,0.0,3.0,A,0.0,1.0,A,M Atkinson,10.0,14.0,1.0,7.0,8.0,10.0,5.0,9.0,1.0,5.0,0.0,0.0,6.5,4.5,1.55,2018,35,25.2,27,177800000.0,5080000.0,35,24.0,21,495000000.0,14140000.0
E0,2017-12-02,Arsenal,Man United,1.0,3.0,A,0.0,2.0,A,A Marriner,33.0,8.0,15.0,4.0,11.0,10.0,12.0,1.0,3.0,2.0,0.0,1.0,2.5,3.39,3.0,2018,45,23.8,27,633900000.0,14090000.0,35,25.1,22,645100000.0,18430000.0
E0,2017-12-02,Brighton,Liverpool,1.0,5.0,A,0.0,2.0,A,G Scott,6.0,12.0,2.0,6.0,8.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,7.5,4.5,1.5,2018,39,25.8,26,106750000.0,2740000.0,35,24.0,21,495000000.0,14140000.0
E0,2017-12-02,Chelsea,Newcastle,3.0,1.0,H,2.0,1.0,H,K Friend,23.0,8.0,9.0,2.0,8.0,13.0,11.0,4.0,0.0,1.0,0.0,0.0,1.25,6.5,15.0,2018,46,23.7,33,649650000.0,14120000.0,37,24.4,25,167280000.0,4520000.0
E0,2017-12-02,Everton,Huddersfield,2.0,0.0,H,0.0,0.0,D,C Kavanagh,6.0,5.0,4.0,3.0,12.0,9.0,2.0,5.0,2.0,1.0,0.0,0.0,1.72,3.79,5.5,2018,48,23.9,27,346750000.0,7220000.0,35,24.6,18,64400000.0,1840000.0
E0,2017-12-02,Leicester,Burnley,1.0,0.0,H,1.0,0.0,H,P Tierney,16.0,14.0,3.0,4.0,3.0,11.0,10.0,7.0,0.0,2.0,0.0,0.0,1.83,3.6,5.0,2018,34,25.5,21,252100000.0,7410000.0,30,26.8,16,96850000.0,3230000.0
E0,2017-12-02,Stoke,Swansea,2.0,1.0,H,2.0,1.0,H,C Pawson,10.0,10.0,3.0,3.0,12.0,10.0,2.0,6.0,2.0,0.0,0.0,0.0,1.95,3.39,4.5,2018,35,25.2,27,177800000.0,5080000.0,36,25.3,32,171340000.0,4760000.0
E0,2017-12-02,Watford,Tottenham,1.0,1.0,D,1.0,1.0,D,M Atkinson,6.0,8.0,2.0,2.0,16.0,8.0,7.0,2.0,4.0,1.0,0.0,1.0,5.0,4.0,1.72,2018,37,25.9,27,167300000.0,4520000.0,34,23.8,22,535350000.0,15750000.0
E0,2017-12-02,West Brom,Crystal Palace,0.0,0.0,D,0.0,0.0,D,M Oliver,20.0,10.0,6.0,2.0,11.0,10.0,3.0,7.0,3.0,1.0,0.0,0.0,2.5,3.2,3.2,2018,33,25.5,17,165500000.0,5020000.0,41,24.8,23,194430000.0,4740000.0
E0,2017-12-03,Bournemouth,Southampton,1.0,1.0,D,1.0,0.0,H,J Moss,16.0,15.0,5.0,4.0,6.0,12.0,5.0,4.0,2.0,1.0,0.0,0.0,2.89,3.25,2.39,2018,35,25.0,13,116100000.0,3320000.0,29,24.9,16,247500000.0,8530000.0
E0,2017-12-03,Man City,West Ham,2.0,1.0,H,0.0,1.0,A,M Dean,24.0,7.0,8.0,4.0,5.0,7.0,10.0,4.0,2.0,2.0,0.0,0.0,1.08,11.0,21.0,2018,32,24.1,19,616350000.0,19260000.0,41,24.3,23,264850000.0,6460000.0
E0,2017-12-09,Burnley,Watford,1.0,0.0,H,1.0,0.0,H,L Probert,8.0,11.0,5.0,2.0,10.0,12.0,3.0,5.0,1.0,0.0,0.0,1.0,2.6,3.25,3.0,2018,30,26.8,16,96850000.0,3230000.0,37,25.9,27,167300000.0,4520000.0
E0,2017-12-09,Crystal Palace,Bournemouth,2.0,2.0,D,2.0,2.0,D,K Friend,24.0,11.0,8.0,5.0,14.0,14.0,6.0,3.0,5.0,2.0,0.0,0.0,2.04,3.5,4.0,2018,41,24.8,23,194430000.0,4740000.0,35,25.0,13,116100000.0,3320000.0
